customer_id,name,age,nationality,occupation,account_opening_date,pep_status,sanctions_match,address_change_count
CUST001249,Theresa Torres,88,Bangladesh,Financial Analyst,2019-11-05,0,0,0
CUST001250,Stephanie Cooper,69,Georgia,Accountant,2022-11-28,0,0,1
CUST001251,Matthew Hunt,21,Congo,Consultant,2012-01-07,0,0,0
CUST001252,Daniel Davenport,76,Kuwait,Engineer,2019-10-20,0,0,0
CUST001253,Christopher Marsh,89,Liechtenstein,Unemployed,2011-04-19,0,0,2
CUST001254,Sarah Randolph,37,Gibraltar,Unemployed,2019-08-09,0,0,1
CUST001255,Julia Dunn MD,80,Benin,Unemployed,2019-03-23,0,0,0
CUST001256,Brett Swanson,71,Qatar,Business Owner,2017-01-29,0,0,1
CUST001257,Mr. Carl Rios,74,Cameroon,Lawyer,2021-02-20,0,0,4
CUST001258,Manuel Mccullough,58,Sri Lanka,Unemployed,2011-01-30,0,0,3
CUST001259,Jerry Jensen,20,Portugal,Student,2024-05-20,0,0,3
CUST001260,Kevin Cunningham,23,Antarctica,Sales Representative,2018-03-25,0,0,1
CUST001261,Eugene Patterson,22,Canada,Retired,2021-03-15,0,0,2
CUST001262,David Walker,22,Ecuador,Business Owner,2021-07-14,0,0,1
CUST001263,Jessica Larsen,71,Croatia,Manager,2012-05-01,0,0,0
CUST001264,Nicholas Humphrey,64,"Micronesia, Federated States of",Manager,2018-10-29,0,0,1
CUST001265,Ian Torres,66,Austria,Manager,2020-07-14,0,0,1
CUST001266,Casey Obrien,26,Ghana,Engineer,2021-12-25,0,0,0
CUST001267,Shannon Taylor,37,Niger,Doctor,2023-11-14,0,0,3
CUST001268,Deborah Mercado,78,China,Teacher,2021-06-29,0,0,0
CUST001269,Bernard Smith,52,Saint Vincent and the Grenadines,IT Professional,2024-02-12,0,0,1
CUST001270,Amanda Perkins,67,Luxembourg,Student,2016-05-31,0,0,0
CUST001271,Kevin Escobar,79,Serbia,Retired,2019-02-10,0,0,1
CUST001272,Kimberly Lutz,34,Saudi Arabia,Manager,2011-03-30,0,0,0
CUST001273,Reginald Diaz,20,Croatia,Retired,2017-03-09,0,0,0
CUST001274,Raymond Quinn,49,Burkina Faso,Researcher,2024-02-04,0,0,1
CUST001275,John Dixon,30,Burundi,Accountant,2020-07-16,0,0,1
CUST001276,Jonathan Bates,90,Antarctica,Engineer,2018-07-01,0,0,1
CUST001277,Renee Mendez,85,Poland,Government Employee,2023-04-10,0,0,0
CUST001278,Jose Griffin,31,"Korea, Republic of",Manager,2021-08-09,0,0,1
CUST001279,Travis Hopkins,28,Yemen,Accountant,2015-01-03,0,0,1
CUST001280,Nancy Webb,73,Turkmenistan,Student,2012-08-25,0,0,1
CUST001281,Daniel Freeman,84,Kazakhstan,IT Professional,2021-11-24,0,0,3
CUST001282,Jacob Williams,46,Comoros,Student,2023-01-09,0,0,1
CUST001283,Terry Ward,26,Ukraine,Teacher,2013-10-07,0,0,1
CUST001284,Jesse Williams,84,Estonia,Lawyer,2014-05-24,0,0,4
CUST001285,Mrs. Michele Boyd,42,Tonga,Teacher,2016-04-30,0,0,3
CUST001286,Sandy Baker,59,Congo,Doctor,2012-12-08,0,0,5
CUST001287,Carrie Valdez,26,Belgium,Retired,2011-02-18,0,0,2
CUST001288,Matthew Houston,57,Albania,Sales Representative,2022-01-01,0,0,1
CUST001289,Jamie Solomon,42,Gibraltar,Student,2014-04-24,0,0,0
CUST001290,Heather Parrish,22,Martinique,Unemployed,2013-02-23,0,0,2
CUST001291,Mr. Larry Shaw,28,Costa Rica,Sales Representative,2019-06-25,0,0,5
CUST001292,Christopher Jones,76,Ireland,Engineer,2010-08-27,0,0,2
CUST001293,Christine Lopez,55,Haiti,Financial Analyst,2023-06-23,0,0,3
CUST001294,Mitchell Wilson,89,Congo,Business Owner,2012-10-02,0,0,1
CUST001295,Robert Cortez,22,Latvia,Researcher,2017-09-07,0,0,1
CUST001296,Mr. Daniel Martin,65,Qatar,Manager,2014-03-05,1,0,4
CUST001297,Alison Williams,35,Western Sahara,Engineer,2023-10-01,0,0,2
CUST001298,Candace Soto,87,American Samoa,Consultant,2023-01-31,0,0,5
CUST001299,Kenneth Brown,54,Mexico,Researcher,2013-09-15,0,0,2
CUST001300,Christopher Mullen,77,Saudi Arabia,Student,2015-06-10,0,0,1
CUST001301,Kristy Smith,65,Sri Lanka,Accountant,2014-11-20,0,0,1
CUST001302,Mary Campbell,45,Saint Kitts and Nevis,Unemployed,2022-01-10,0,0,4
CUST001303,Jerry Haney,86,Western Sahara,Retired,2013-06-14,0,0,1
CUST001304,Carolyn Greer,57,Bangladesh,Unemployed,2014-07-02,0,0,0
CUST001305,Rebecca Hoover,62,Puerto Rico,Sales Representative,2022-10-19,0,0,1
CUST001306,Matthew Baker,79,Bouvet Island,IT Professional,2022-08-21,0,0,1
CUST001307,Grace Chavez,75,Argentina,Teacher,2017-03-23,0,0,0
CUST001308,Crystal Cruz,84,Australia,Business Owner,2010-10-21,0,0,2
CUST001309,Dale Heath,73,Sri Lanka,Unemployed,2021-02-13,0,0,0
CUST001310,Jennifer Hernandez,57,Guatemala,Lawyer,2022-12-22,0,0,1
CUST001311,John Mendez,57,Svalbard and Jan Mayen,Engineer,2021-08-14,0,0,3
CUST001312,Richard Gordon,50,Azerbaijan,Financial Analyst,2018-04-13,0,0,1
CUST001313,John Anderson,23,Montserrat,Lawyer,2011-04-27,0,0,3
CUST001314,Samantha Prince,36,Montenegro,Researcher,2012-02-24,0,0,1
CUST001315,Marie Boyd,57,Ethiopia,Government Employee,2017-02-26,0,0,4
CUST001316,Andrew Moreno,76,Montenegro,Consultant,2015-11-27,0,0,0
CUST001317,Robert Clarke,76,Kiribati,Sales Representative,2011-01-19,0,0,0
CUST001318,Kevin Figueroa,65,American Samoa,Sales Representative,2012-07-19,0,0,3
CUST001319,Melissa Davis,58,Niue,Unemployed,2017-11-01,0,0,2
CUST001320,John Hall,30,Ethiopia,Manager,2014-04-10,0,0,0
CUST001321,Diane Mcdowell,62,British Indian Ocean Territory,Accountant,2013-02-09,0,0,5
CUST001322,Colin Fletcher,70,Turks and Caicos Islands,Government Employee,2010-11-14,0,0,1
CUST001323,Laura Wilson,59,Lao People's Democratic Republic,Accountant,2014-10-19,0,0,4
CUST001324,Matthew Watts,80,Brunei Darussalam,Doctor,2022-03-23,0,0,1
CUST001325,Jack Moore,44,Kyrgyzstan,Teacher,2021-11-18,0,0,1
CUST001326,Dawn Wyatt,55,Antigua and Barbuda,Student,2012-01-31,0,0,1
CUST001327,Jacob Hill,77,South Africa,Student,2019-08-17,0,0,1
CUST001328,Nicole Gutierrez,24,Antigua and Barbuda,Sales Representative,2014-10-20,0,0,1
CUST001329,Karen Wood,22,Armenia,IT Professional,2014-04-27,0,0,1
CUST001330,Dawn Parker,62,"Moldova, Republic of",Engineer,2019-04-29,0,0,0
CUST001331,Michael Fitzgerald,75,Botswana,Retired,2015-03-03,0,0,0
CUST001332,Mary Adkins,48,"Iran, Islamic Republic of",Unemployed,2016-11-05,0,0,0
CUST001333,Michael Martin,40,Kyrgyzstan,Unemployed,2014-04-11,0,0,3
CUST001334,James Morgan,59,Saint Vincent and the Grenadines,Unemployed,2015-07-04,0,0,1
CUST001335,Melissa Mann,27,Barbados,IT Professional,2015-02-13,0,0,2
CUST001336,Vincent Smith,49,Nepal,Student,2022-04-26,0,0,4
CUST001337,Charles Frost,70,Armenia,Consultant,2017-06-09,0,0,2
CUST001338,Austin Walker,47,Saint Kitts and Nevis,Government Employee,2014-11-16,0,0,5
CUST001339,Andrew Cruz,56,North Macedonia,Researcher,2017-06-09,0,0,1
CUST001340,Miss Kelly Dawson,48,North Macedonia,Consultant,2018-09-24,0,0,0
CUST001341,Theresa Wilkins,19,Singapore,Unemployed,2016-01-20,0,0,1
CUST001342,Jessica Harris,29,Russian Federation,Consultant,2021-01-09,0,0,1
CUST001343,Regina Mitchell,56,Timor-Leste,Student,2013-10-23,0,0,3
CUST001344,Kyle Black,83,Jordan,Engineer,2022-12-11,0,0,1
CUST001345,Christopher Johnson,30,Aruba,Unemployed,2022-05-27,0,0,0
CUST001346,Aaron Moore,63,Antarctica,Teacher,2022-07-14,0,0,2
CUST001347,Penny Gomez MD,44,Indonesia,Business Owner,2022-05-11,0,0,1
CUST001348,Kelly Mclaughlin,34,Anguilla,Accountant,2014-10-06,0,0,0
CUST001349,Brandon Mitchell,77,Nauru,Manager,2022-04-13,0,0,1
CUST001350,Suzanne Bailey,81,Madagascar,Manager,2016-02-03,0,0,4
CUST001351,Destiny Obrien,52,Heard Island and McDonald Islands,Manager,2021-07-13,0,0,3
CUST001352,Timothy Andrews,87,British Indian Ocean Territory,Consultant,2011-12-21,0,0,1
CUST001353,Jason Rodriguez,47,Guinea,Engineer,2023-02-07,0,0,1
CUST001354,Edward Arroyo,88,Seychelles,Government Employee,2011-04-18,0,0,0
CUST001355,Tina Walter,80,Kiribati,Manager,2011-11-08,0,0,1
CUST001356,Laura Benson,45,Lesotho,Researcher,2011-11-07,0,0,2
CUST001357,Kristine Carrillo,77,Guernsey,Sales Representative,2017-01-20,0,0,1
CUST001358,Tonya Ellis,54,"Saint Helena, Ascension and Tristan da Cunha",Unemployed,2021-09-15,0,0,0
CUST001359,Kevin Johnson,39,Belgium,Doctor,2015-03-27,0,0,4
CUST001360,Austin Schultz,85,Liechtenstein,Researcher,2016-07-08,0,0,3
CUST001361,Megan Hall MD,37,Antarctica,Consultant,2014-12-18,0,0,2
CUST001362,Kelli Smith,85,Georgia,Engineer,2023-04-18,0,0,0
CUST001363,Danielle Davis,81,Fiji,Engineer,2017-12-30,0,0,0
CUST001364,Samantha Jones,34,Heard Island and McDonald Islands,Government Employee,2010-12-25,0,0,0
CUST001365,Karen Gomez,29,Albania,Accountant,2017-06-10,0,0,2
CUST001366,Debra Valentine,39,Macao,Manager,2016-07-24,0,0,0
CUST001367,Susan Porter,34,Lao People's Democratic Republic,Lawyer,2022-02-15,0,0,3
CUST001368,Nicolas Salas,27,Comoros,Business Owner,2011-06-27,0,0,5
CUST001369,Dale Wright,82,American Samoa,Consultant,2013-01-25,0,0,1
CUST001370,Brittney Rodriguez,39,Rwanda,Unemployed,2019-09-05,0,0,1
CUST001371,Megan Alvarado,67,"Palestine, State of",Doctor,2020-12-23,0,0,2
CUST001372,Pamela Weaver,31,Liberia,Engineer,2013-08-19,0,1,4
CUST001373,John Oliver,81,"Moldova, Republic of",Doctor,2019-06-02,0,0,3
CUST001374,William Prince PhD,64,Finland,Engineer,2022-01-08,0,0,0
CUST001375,William Moon IV,46,Afghanistan,Teacher,2016-08-05,0,0,0
CUST001376,Kenneth Brown,53,United Arab Emirates,Accountant,2011-12-22,0,0,2
CUST001377,Karen Fernandez,69,Monaco,Researcher,2016-03-15,0,0,2
CUST001378,Jennifer Parks,24,Kuwait,Sales Representative,2021-11-14,0,0,0
CUST001379,William Wolfe,46,Costa Rica,Teacher,2018-03-14,0,0,1
CUST001380,Michael Smith,28,Tuvalu,Retired,2011-07-28,0,0,2
CUST001381,Kevin Nguyen,50,Armenia,Manager,2019-05-18,0,0,0
CUST001382,Debbie Dunn,23,Sint Maarten (Dutch part),Retired,2014-10-28,0,0,3
CUST001383,John Austin,49,Eswatini,Business Owner,2011-11-13,0,0,0
CUST001384,Jonathan Clark,68,Italy,Lawyer,2010-07-03,0,0,2
CUST001385,Jacqueline Dickerson,75,United Arab Emirates,Sales Representative,2010-09-08,0,0,2
CUST001386,Christopher Anderson,43,Bhutan,Teacher,2011-12-18,0,0,1
CUST001387,Crystal Garcia,63,Tokelau,Doctor,2023-11-10,0,0,2
CUST001388,David Reynolds,46,British Indian Ocean Territory,Doctor,2010-10-16,0,0,2
CUST001389,Charles Haley,21,Saint Pierre and Miquelon,Business Owner,2018-06-14,0,0,4
CUST001390,Robert Thompson,30,Antigua and Barbuda,Financial Analyst,2023-10-19,0,0,1
CUST001391,Dr. Samuel Holmes DDS,56,"Virgin Islands, British",Engineer,2020-05-27,0,0,2
CUST001392,Elizabeth Hart,32,"Korea, Democratic People's Republic of",Financial Analyst,2018-04-27,0,0,2
CUST001393,Jennifer Vaughn,46,Viet Nam,Doctor,2017-07-08,0,0,1
CUST001394,Robert Woods,46,Sint Maarten (Dutch part),Researcher,2016-10-29,0,0,3
CUST001395,Joanna Cook,49,Guadeloupe,Manager,2016-07-29,0,0,0
CUST001396,Justin Frederick,19,Montenegro,Lawyer,2024-04-23,0,0,0
CUST001397,Alejandro Martinez,64,Uzbekistan,Unemployed,2020-05-18,1,0,1
CUST001398,Tracey Gonzalez,39,Colombia,Financial Analyst,2021-03-27,0,0,0
CUST001399,Mariah Thompson,44,Turkmenistan,Unemployed,2011-09-30,0,0,4
CUST001400,Heather Nunez,84,Netherlands,Financial Analyst,2015-06-17,0,0,2
CUST001401,Dr. Steve James,73,Benin,Accountant,2022-11-20,0,0,1
CUST001402,Mark Thomas,38,Turks and Caicos Islands,Manager,2021-04-07,0,0,3
CUST001403,Robert Rogers,64,Gambia,Lawyer,2023-10-05,0,0,1
CUST001404,Laura Sweeney,76,Latvia,IT Professional,2022-05-23,0,0,1
CUST001405,Christopher Perez,23,Saint Martin (French part),Consultant,2012-07-20,0,0,0
CUST001406,Eddie Adams,36,Saint Lucia,Business Owner,2019-08-16,0,0,1
CUST001407,Denise Wallace,74,Montserrat,Financial Analyst,2016-01-05,0,0,0
CUST001408,Heidi Matthews,86,Niue,Unemployed,2015-01-12,0,0,2
CUST001409,Jennifer White,20,Botswana,Manager,2014-04-10,0,0,1
CUST001410,Nicholas Stanley,18,Yemen,Unemployed,2016-10-20,0,0,1
CUST001411,Mercedes Miller,75,Romania,Accountant,2020-12-01,0,0,1
CUST001412,Brian Brown,55,China,Accountant,2016-02-24,0,0,0
CUST001413,Kimberly Johnson,32,Guadeloupe,Consultant,2017-06-17,0,0,4
CUST001414,Phillip Miller,51,China,Unemployed,2017-03-04,0,0,0
CUST001415,Christopher Pena,78,Fiji,Student,2011-09-20,0,0,3
CUST001416,Ellen Wright,52,Kyrgyzstan,Researcher,2011-01-28,0,0,1
CUST001417,Mark Anderson,81,Russian Federation,Unemployed,2022-07-18,0,0,2
CUST001418,Alyssa Alvarado,42,Saint Kitts and Nevis,Government Employee,2023-04-09,0,0,1
CUST001419,Erika Alvarez,41,Luxembourg,Engineer,2020-12-16,0,0,4
CUST001420,Kimberly Nelson,29,North Macedonia,Business Owner,2020-12-01,0,0,0
CUST001421,Wayne Wolfe,35,Comoros,Unemployed,2010-08-04,0,0,1
CUST001422,Kyle Welch,32,Viet Nam,Consultant,2023-05-02,0,0,5
CUST001423,Kristy Mills,44,Botswana,Manager,2022-08-14,0,0,3
CUST001424,Emily Reed,89,Mozambique,Researcher,2018-05-06,0,0,1
CUST001425,Regina Ramos,77,Comoros,Sales Representative,2014-07-06,0,0,5
CUST001426,David Torres,63,Armenia,Sales Representative,2014-12-09,0,0,2
CUST001427,Robert Charles,34,Cambodia,Business Owner,2013-07-22,0,0,0
CUST001428,John Smith,70,Sierra Leone,Government Employee,2010-10-31,0,0,1
CUST001429,Theresa Woods,25,Montenegro,Manager,2014-07-14,0,0,1
CUST001430,Jeffrey Carter,44,Zambia,Teacher,2015-02-28,0,0,1
CUST001431,Adam Brooks,63,Spain,Teacher,2018-04-28,0,0,2
CUST001432,Justin Foster,67,Guinea,Engineer,2019-08-13,0,0,1
CUST001433,Omar Price,88,Cayman Islands,Manager,2012-12-15,0,0,0
CUST001434,Dennis Henderson,20,Lebanon,Accountant,2021-11-23,0,0,3
CUST001435,Phillip Kent,81,Central African Republic,Doctor,2016-09-15,0,0,0
CUST001436,Melinda Mitchell,61,Turks and Caicos Islands,Sales Representative,2014-10-22,0,0,5
CUST001437,Rhonda Gutierrez,70,Brazil,Government Employee,2021-12-17,0,0,4
CUST001438,Catherine Roberts,41,Qatar,Manager,2018-02-04,0,0,4
CUST001439,Lisa Nelson,77,Burundi,Manager,2011-02-23,0,0,3
CUST001440,Chelsea Smith,20,Paraguay,Doctor,2013-07-14,0,0,0
CUST001441,Joseph Lopez,37,Tajikistan,Doctor,2012-08-18,0,0,1
CUST001442,Derrick Espinoza,63,Cayman Islands,Researcher,2017-07-13,0,0,0
CUST001443,Crystal Hernandez,32,Wallis and Futuna,Lawyer,2023-06-06,0,0,0
CUST001444,Glenn Collins DDS,42,Guyana,Consultant,2019-07-03,0,0,2
CUST001445,Mrs. Raven Rivera DVM,88,Saint Pierre and Miquelon,Student,2015-08-02,0,0,0
CUST001446,Amy Rowe,34,Congo,Researcher,2011-01-03,0,0,4
CUST001447,John Lee,26,Switzerland,Engineer,2023-03-22,0,0,4
CUST001448,Ruth Clayton,55,Bosnia and Herzegovina,Sales Representative,2024-04-11,0,0,1
CUST001449,Randy Wright,65,Fiji,Doctor,2019-11-12,0,0,1
CUST001450,Jessica Rojas,77,Iceland,IT Professional,2017-09-08,0,0,1
CUST001451,Joel Wise,80,Zimbabwe,Teacher,2019-09-17,0,0,3
CUST001452,Vickie Kennedy,19,Poland,Business Owner,2021-05-15,0,0,2
CUST001453,Emily Morris,89,Nauru,IT Professional,2018-09-19,0,0,0
CUST001454,Amanda Pineda,28,"Bolivia, Plurinational State of",Teacher,2017-12-15,0,0,1
CUST001455,Dawn Little,81,Uruguay,Lawyer,2017-02-02,0,0,1
CUST001456,Stephen Boyer,89,Bahamas,Lawyer,2021-10-04,0,0,4
CUST001457,Brian Chen,38,Bahrain,IT Professional,2024-04-10,0,0,0
CUST001458,Christopher Hill,35,Falkland Islands (Malvinas),Doctor,2013-04-17,0,0,0
CUST001459,Richard Smith,81,Bangladesh,Researcher,2014-10-16,0,0,3
CUST001460,Richard Alvarez,55,Tunisia,Researcher,2020-07-04,0,0,3
CUST001461,Jacqueline Davis,49,Cayman Islands,Lawyer,2021-07-20,0,0,3
CUST001462,Brandon Montgomery,28,Poland,Consultant,2015-12-03,0,0,1
CUST001463,Yolanda Garrett,62,Ukraine,Accountant,2012-07-03,0,0,2
CUST001464,Matthew Miles,50,Lebanon,Retired,2019-04-15,0,0,1
CUST001465,Beth Hall,58,Gambia,Manager,2013-03-24,0,0,0
CUST001466,Dr. Nicole Trujillo,25,Tokelau,Researcher,2011-12-01,0,0,1
CUST001467,Corey Norris,28,Bermuda,Unemployed,2016-07-03,0,0,0
CUST001468,Chad Roach,68,Dominican Republic,Manager,2022-10-31,0,0,1
CUST001469,Mr. Edward Terry,58,Solomon Islands,Doctor,2015-07-18,0,0,4
CUST001470,Cody Bailey,34,Ukraine,Lawyer,2023-07-02,0,0,1
CUST001471,Denise Guerra,63,Brazil,Unemployed,2014-08-31,0,0,4
CUST001472,Kristen Jones,49,Sint Maarten (Dutch part),Business Owner,2024-01-11,0,0,0
CUST001473,Edward Baker,71,Afghanistan,Researcher,2014-02-19,0,0,1
CUST001474,Aaron Little,37,Burundi,Accountant,2022-09-14,0,0,2
CUST001475,Cody Smith,50,Pitcairn,Unemployed,2017-06-05,0,0,2
CUST001476,Patty Allen,57,New Caledonia,Engineer,2011-07-15,0,0,1
CUST001477,Mary Ryan,49,"Taiwan, Province of China",Lawyer,2014-10-27,0,0,3
CUST001478,Joseph Jimenez,19,Tunisia,Accountant,2011-08-03,0,0,0
CUST001479,Lisa Morris,50,Gibraltar,Student,2015-05-18,0,0,4
CUST001480,Ashley Mills,47,Brunei Darussalam,Engineer,2015-01-30,0,0,0
CUST001481,Russell Anderson,50,Papua New Guinea,Manager,2017-12-15,0,0,3
CUST001482,Christina Washington,43,Jersey,Student,2021-11-12,0,0,1
CUST001483,Kenneth Huff,39,Yemen,Doctor,2015-05-13,0,0,3
CUST001484,Kelly Miles,83,Mali,Unemployed,2023-12-25,0,0,2
CUST001485,Jacob Obrien,55,Iceland,Sales Representative,2017-03-01,0,0,0
CUST001486,Timothy Clark,63,Guinea-Bissau,Doctor,2020-08-05,0,0,4
CUST001487,Steve Miller PhD,32,Ethiopia,Business Owner,2010-08-02,0,0,0
CUST001488,Justin Hurley,61,Lao People's Democratic Republic,Consultant,2014-02-16,0,0,0
CUST001489,Jacob Erickson,66,Belize,Accountant,2016-05-01,0,0,3
CUST001490,Deborah Williams,78,Oman,Consultant,2022-06-22,0,0,0
CUST001491,Eric Blackburn,84,Costa Rica,Researcher,2014-08-27,0,0,0
CUST001492,Anne Hardy,23,Morocco,Sales Representative,2022-01-27,0,0,1
CUST001493,Chelsey Fox,26,Gambia,Consultant,2018-12-28,0,0,3
CUST001494,Mario White,23,Poland,Engineer,2014-09-04,0,0,0
CUST001495,Jennifer Garcia,90,Philippines,Engineer,2011-03-29,0,0,1
CUST001496,Heather Ellis,49,Monaco,Government Employee,2015-06-20,0,0,2
CUST001497,Sonya Jackson,58,Senegal,Student,2012-09-11,0,0,3
CUST001498,James Morgan,25,French Polynesia,Business Owner,2022-09-07,0,0,4
CUST001499,Zachary Ramos,89,Togo,Researcher,2015-07-28,0,0,2
CUST001500,Ethan Frey,67,Nigeria,Financial Analyst,2017-06-28,0,0,2
CUST001501,Jacob Duran,79,New Caledonia,Researcher,2016-10-31,0,0,1
CUST001502,Nicholas Franklin,79,Pitcairn,Manager,2019-06-24,0,0,0
CUST001503,Cindy Cannon,24,French Southern Territories,Consultant,2016-12-23,0,0,2
CUST001504,Dawn Nixon,21,Canada,IT Professional,2020-09-04,0,0,5
CUST001505,James Barber,23,Equatorial Guinea,Lawyer,2022-09-26,0,0,2
CUST001506,Ms. Kelly Holder,75,Eritrea,Lawyer,2012-12-31,0,0,0
CUST001507,Eric Walker,39,Switzerland,Sales Representative,2021-11-21,0,0,1
CUST001508,Alison Short,43,Malta,Financial Analyst,2012-07-19,0,0,2
CUST001509,Desiree Spencer,20,Slovenia,Business Owner,2013-01-04,0,0,2
CUST001510,Tammy Moore,58,"Taiwan, Province of China",Business Owner,2020-02-06,0,0,2
CUST001511,Henry Taylor,77,French Guiana,Engineer,2016-08-11,0,0,1
CUST001512,Kevin Hall,31,Belgium,IT Professional,2016-07-28,0,0,0
CUST001513,Anna Ross,29,French Polynesia,Manager,2021-02-19,0,0,4
CUST001514,Morgan Cummings,29,Bangladesh,Accountant,2019-02-24,0,0,2
CUST001515,Carrie Petersen,30,Cuba,Manager,2022-02-21,0,0,0
CUST001516,Laura Velez,42,Suriname,Teacher,2021-03-01,0,0,1
CUST001517,Elizabeth Cross,62,Algeria,Unemployed,2018-09-16,0,0,4
CUST001518,Angela Brown,36,"Moldova, Republic of",Business Owner,2020-01-09,0,0,3
CUST001519,Hannah Montoya,72,Bulgaria,Doctor,2020-07-22,0,0,1
CUST001520,Sean Kane,62,Barbados,Retired,2010-12-09,0,0,0
CUST001521,Matthew Guzman,25,Costa Rica,Unemployed,2021-01-07,0,0,0
CUST001522,Richard Reyes,70,Zimbabwe,Business Owner,2022-10-04,0,0,0
CUST001523,Andrew Fernandez,72,Macao,Financial Analyst,2020-06-22,0,0,2
CUST001524,Jonathan Walker,49,Burundi,Researcher,2013-05-14,0,0,1
CUST001525,Nicholas Long,68,Cayman Islands,Researcher,2014-01-16,0,0,2
CUST001526,Kurt Wagner,61,Italy,Unemployed,2011-10-21,0,0,2
CUST001527,Dylan Foster,87,Åland Islands,Researcher,2011-06-14,0,0,0
CUST001528,Bradley Duncan,35,Montserrat,Financial Analyst,2014-05-19,0,0,0
CUST001529,James Miller,39,Malaysia,IT Professional,2011-10-15,0,0,1
CUST001530,Patricia Anderson,54,"Korea, Democratic People's Republic of",Sales Representative,2017-03-14,0,0,0
CUST001531,Justin Freeman,73,French Southern Territories,Consultant,2017-05-11,0,0,0
CUST001532,Christina Gilbert,76,Ghana,Doctor,2021-01-23,0,0,2
CUST001533,Danielle Jones,20,Belarus,Sales Representative,2014-08-02,0,0,3
CUST001534,Erica Glass,45,Angola,Student,2022-12-01,0,0,2
CUST001535,Michael Henderson,52,Greece,Retired,2013-12-06,0,0,3
CUST001536,Frank Wheeler,78,Isle of Man,Retired,2014-07-13,0,0,2
CUST001537,Eric Huerta,71,"Korea, Republic of",Financial Analyst,2017-08-28,0,0,2
CUST001538,Wanda Ramos,80,French Polynesia,Engineer,2018-04-15,0,0,0
CUST001539,Andrew Meyers,24,France,Researcher,2011-03-09,0,0,5
CUST001540,James Todd,66,Liechtenstein,Business Owner,2023-03-10,0,0,0
CUST001541,Ashley Brown,48,Somalia,Researcher,2016-07-21,0,0,0
CUST001542,Tammy Melton,75,"Iran, Islamic Republic of",Engineer,2013-01-25,1,0,0
CUST001543,Alexis Benson,78,Mauritius,Lawyer,2022-10-14,0,0,5
CUST001544,Jerry Johnson,41,Guernsey,Sales Representative,2017-06-27,0,0,5
CUST001545,Joshua Harris,37,Faroe Islands,Teacher,2014-02-03,0,0,2
CUST001546,Deanna Webb,54,"Taiwan, Province of China",Teacher,2014-04-24,0,0,2
CUST001547,Brenda Hale,21,Seychelles,Lawyer,2023-08-09,0,0,1
CUST001548,Kevin Alvarado,37,Saint Pierre and Miquelon,Student,2023-03-04,0,0,5
CUST001549,Christopher Campbell,77,Afghanistan,Teacher,2016-03-06,0,0,2
CUST001550,Lisa Brown,41,Liberia,Financial Analyst,2018-01-04,0,0,4
CUST001551,Alejandra Price,67,"Taiwan, Province of China",Sales Representative,2022-09-23,0,0,1
CUST001552,Samuel Keller,66,Latvia,Teacher,2022-06-04,0,0,1
CUST001553,Alicia Dillon,68,Bahamas,Researcher,2010-08-27,0,0,3
CUST001554,Crystal James,53,Togo,IT Professional,2011-02-15,0,0,0
CUST001555,Ariana Stewart,83,Guinea-Bissau,Lawyer,2013-01-28,0,0,4
CUST001556,Kim Lopez,51,Saint Pierre and Miquelon,Doctor,2015-10-29,0,0,1
CUST001557,Judith House,53,Austria,Consultant,2014-01-26,0,0,4
CUST001558,David Moreno,23,Northern Mariana Islands,Consultant,2011-06-07,0,0,1
CUST001559,James Moore,56,Norway,Engineer,2012-01-07,0,0,2
CUST001560,Harold Garrett,59,Réunion,Government Employee,2023-07-12,0,0,1
CUST001561,William Mason,75,Finland,Accountant,2014-05-12,0,0,2
CUST001562,Lori Johns,29,"Bolivia, Plurinational State of",Sales Representative,2011-08-17,0,0,1
CUST001563,Robin Johnson,20,Australia,Engineer,2020-03-23,0,0,4
CUST001564,Diana Hernandez,35,"Taiwan, Province of China",Researcher,2017-03-28,0,0,2
CUST001565,Mary Miller,57,Madagascar,Retired,2010-11-17,0,0,0
CUST001566,Tyler Salazar,38,Åland Islands,Government Employee,2013-10-12,0,0,4
CUST001567,Crystal Allen,32,Somalia,Manager,2013-03-15,0,0,0
CUST001568,Wesley Browning,43,Fiji,Financial Analyst,2021-01-24,0,0,1
CUST001569,Joshua Clark,25,Cabo Verde,Teacher,2023-01-23,0,0,0
CUST001570,Joshua Mcbride,59,Faroe Islands,Teacher,2014-05-06,0,0,3
CUST001571,Ellen Thornton,61,Nepal,Student,2022-02-16,0,0,0
CUST001572,Brandy Forbes,31,Puerto Rico,Consultant,2016-09-29,0,0,0
CUST001573,Brianna Fitzpatrick,19,Iceland,Financial Analyst,2022-07-23,0,0,4
CUST001574,Emily Grant,54,Palau,Engineer,2013-02-17,0,0,3
CUST001575,Bailey Stewart,86,Mexico,Manager,2020-07-30,0,0,0
CUST001576,Monica Cannon,55,British Indian Ocean Territory,Consultant,2023-07-28,0,0,2
CUST001577,Jennifer Jenkins,58,Zambia,Teacher,2018-11-22,0,0,4
CUST001578,Timothy Shannon,79,Liberia,Researcher,2014-08-18,0,0,0
CUST001579,Denise Maxwell,77,Andorra,Retired,2014-08-05,0,0,3
CUST001580,Cody Farmer,31,Canada,Unemployed,2012-09-10,0,0,1
CUST001581,Debra Bradley,19,Mauritius,Student,2012-09-21,0,0,2
